Iteracion,Temperatura,Calidad,Fase
1000,90.438210,10706.102539,0
2000,80.972809,10071.877930,0
3000,72.498062,10071.876953,0
4000,64.910294,10374.696289,0
5000,58.116673,10347.988281,0
6000,52.034088,10071.877930,0
7000,46.588112,10706.102539,0
8000,42.133457,10706.102539,0
9000,37.723701,10071.877930,0
10000,33.775478,10385.823242,0
11000,30.240482,10204.580078,0
12000,27.075464,10741.804688,0
13000,24.241701,10706.102539,0
14000,21.704525,10706.102539,0
15000,19.432894,10071.877930,0
16000,17.574762,10706.102539,0
17000,15.735356,10706.102539,0
18000,14.088469,10374.696289,0
19000,12.613948,10480.691406,0
20000,11.293752,10071.877930,0
21000,10.111730,10071.877930,0
22000,9.053419,10347.988281,0
23000,8.187751,10706.102539,0
24000,7.330808,10071.877930,0
25000,6.563553,10071.877930,0
26000,5.876601,10706.102539,0
27000,5.261546,10204.580078,0
28000,4.710864,10071.877930,0
29000,4.217817,10071.877930,0
30000,3.776373,10071.877930,0
30085,0.000000,10280.743164,1
31000,91.351723,10044.832031,0
32000,81.790718,10055.838867,0
33000,73.230362,10044.832031,0
34000,65.565956,10064.580078,0
35000,58.703709,11075.887695,0
36000,52.559685,10834.179688,0
37000,47.058697,10698.804688,0
38000,42.559048,10064.580078,0
39000,38.104748,10698.804688,0
40000,34.116646,10064.580078,0
41000,30.545942,10064.580078,0
42000,27.348953,10804.668945,0
43000,24.486567,10679.056641,0
44000,21.923763,10044.832031,0
45000,19.827459,10500.485352,0
46000,17.752285,10761.941406,0
47000,15.894300,10044.832031,0
48000,14.230776,10044.832031,0
49000,12.741362,10679.056641,0
50000,11.407830,10044.832031,0
51000,10.213868,10679.056641,0
52000,9.144868,10679.056641,0
53000,8.270455,10679.056641,0
54000,7.404856,10679.056641,0
55000,6.629852,11075.887695,0
56000,5.935961,10761.941406,0
57000,5.314693,10044.832031,0
58000,4.758448,10358.778320,0
59000,4.260421,10044.832031,0
60000,3.814518,10044.832031,0
60182,0.000000,10044.833008,1
61000,92.274467,9380.691406,0
62000,82.616882,10774.929688,0
63000,73.970062,10021.431641,0
64000,66.228241,9825.197266,0
65000,59.296677,10346.078125,0
66000,53.090591,10339.848633,0
67000,48.014179,10297.541992,0
68000,42.988937,9705.624023,0
69000,38.489643,10324.250000,0
70000,34.461258,10868.784180,0
71000,30.854486,10001.614258,0
72000,27.625204,10561.808594,0
73000,24.733906,9380.691406,0
74000,22.368904,9909.342773,0
75000,20.027737,10021.431641,0
76000,17.931601,9681.476562,0
77000,16.054848,10228.647461,0
78000,14.374521,10774.929688,0
79000,12.870062,10014.916992,0
80000,11.523061,9888.052734,0
81000,10.317039,10021.431641,0
82000,9.330545,9712.783203,0
83000,8.353995,10021.431641,0
84000,7.479653,9825.197266,0
85000,6.696820,9667.316406,0
86000,5.995920,10128.802734,0
87000,5.368377,10021.431641,0
88000,4.806513,10300.335938,0
89000,4.303455,10554.837891,0
90000,3.891968,9387.207031,0
90285,0.000000,9705.624023,1
91000,93.206535,10228.402344,0
92000,83.451393,10228.402344,0
93000,74.717232,10190.507812,0
94000,67.572937,10542.349609,0
95000,60.500641,10228.402344,0
96000,54.168541,10228.402344,0
97000,48.499172,10228.402344,0
98000,43.423168,10761.941406,0
99000,38.878426,10228.402344,0
100000,34.809353,10862.627930,0
101000,31.166147,10228.402344,0
102000,28.186106,10684.056641,0
103000,25.236105,11396.166016,0
104000,22.594852,10542.349609,0
105000,20.230038,10228.402344,0
106000,18.112728,11037.919922,0
107000,16.217018,10542.349609,0
108000,14.519718,10897.189453,0
109000,13.000062,10684.055664,0
110000,11.757025,10542.349609,0
111000,10.526516,10761.941406,0
112000,9.424793,10897.189453,0
113000,8.438379,10228.402344,0
114000,7.555205,10228.402344,0
115000,6.764464,10897.189453,0
116000,6.056485,10862.627930,0
117000,5.477376,10228.402344,0
118000,4.904105,11075.754883,0
119000,4.390833,10542.349609,0
120000,3.931281,10228.402344,0
120406,0.000000,9487.092773,1
121000,94.148018,11037.919922,0
122000,84.294334,10228.402344,0
123000,76.234291,10228.402344,0
124000,68.255493,10064.580078,0
125000,61.111759,9874.941406,0
126000,54.715698,10340.691406,0
127000,48.989063,10064.580078,0
128000,43.861786,10520.234375,0
129000,39.271137,10597.986328,0
130000,35.516121,10064.580078,0
131000,31.798946,10698.805664,0
132000,28.470814,10834.180664,0
133000,25.491014,10597.986328,0
134000,22.823084,10064.580078,0
135000,20.434381,10064.580078,0
136000,18.295685,10698.804688,0
