Iteracion,Temperatura,Calidad,Fase
1000,44.241924,15710.513672,0
2000,8.496181,14970.104492,0
3000,1.631599,15638.577148,0
4000,0.313331,15195.911133,0
5000,0.076167,15436.046875,0
6000,0.014627,15434.891602,0
7000,0.002809,15436.046875,0
8000,0.000539,15420.286133,0
9000,0.000131,15436.046875,0
10000,0.000025,15436.046875,0
11000,0.000005,15593.102539,0
12000,0.000001,15436.045898,0
13000,0.000000,15436.045898,0
14000,0.000000,16149.430664,0
15000,0.000000,15699.100586,0
16000,0.000000,16160.960938,0
17000,0.000000,15436.045898,0
18000,0.000000,15503.249023,0
19000,0.000000,15225.848633,0
20000,0.000000,15436.045898,0
21000,0.000000,15891.014648,0
22000,0.000000,15436.045898,0
23000,0.000000,15710.512695,0
24000,0.000000,15545.471680,0
25000,0.000000,15454.950195,0
26000,0.000000,15436.045898,0
27000,0.000000,15436.045898,0
28000,0.000000,15779.465820,0
29000,0.000000,15436.045898,0
30000,0.000000,15948.268555,0
30045,0.000000,15121.707031,1
31000,0.000000,16795.355469,1
32000,0.000000,16717.000000,1
33000,0.000000,16775.083984,1
34000,0.000000,16874.632812,1
35000,0.000000,16170.050781,1
36000,44.241924,14661.192383,0
37000,8.496181,14615.132812,0
38000,2.065315,14615.132812,0
39000,0.396621,14615.132812,0
40000,0.076167,14615.132812,0
41000,0.014627,14736.160156,0
42000,0.003556,14690.514648,0
43000,0.000683,14661.192383,0
44000,0.000131,15070.101562,0
45000,0.000025,14615.132812,0
46000,0.000005,15119.373047,0
47000,0.000001,14615.132812,0
48000,0.000000,14615.132812,0
49000,0.000000,14615.132812,0
50000,0.000000,14615.132812,0
51000,0.000000,14661.192383,0
52000,0.000000,14814.267578,0
53000,0.000000,14615.132812,0
54000,0.000000,14615.132812,0
55000,0.000000,14615.132812,0
56000,0.000000,14615.132812,0
57000,0.000000,14615.132812,0
58000,0.000000,14615.132812,0
59000,0.000000,14538.642578,0
60000,0.000000,14615.132812,0
61000,0.000000,14615.132812,0
62000,0.000000,14661.192383,0
63000,0.000000,14615.132812,0
64000,0.000000,15133.289062,0
65000,0.000000,14615.132812,0
65089,0.000000,14328.723633,1
66000,0.000000,14444.709961,1
67000,0.000000,14350.915039,1
68000,0.000000,14350.915039,1
69000,0.000000,14381.711914,1
70000,0.000000,14350.915039,1
71000,44.241924,14232.244141,0
72000,10.754659,14201.244141,0
73000,2.065315,14181.820312,0
74000,0.396621,14181.820312,0
75000,0.076167,14181.820312,0
76000,0.018515,14722.123047,0
77000,0.003556,14181.820312,0
78000,0.000683,14413.337891,0
79000,0.000131,14181.820312,0
80000,0.000032,14181.820312,0
81000,0.000006,14181.820312,0
82000,0.000001,14181.820312,0
83000,0.000000,14614.384766,0
84000,0.000000,14902.818359,0
85000,0.000000,14181.820312,0
86000,0.000000,14444.875000,0
87000,0.000000,14181.820312,0
88000,0.000000,14181.820312,0
89000,0.000000,14413.337891,0
90000,0.000000,14341.751953,0
91000,0.000000,14181.820312,0
92000,0.000000,14546.810547,0
93000,0.000000,14515.515625,0
94000,0.000000,14413.337891,0
95000,0.000000,14413.337891,0
96000,0.000000,14456.287109,0
97000,0.000000,14456.287109,0
98000,0.000000,14181.820312,0
99000,0.000000,14181.820312,0
100000,0.000000,14173.035156,0
100133,0.000000,14877.617188,1
101000,0.000000,16168.998047,1
102000,0.000000,16022.478516,1
103000,0.000000,16148.525391,1
104000,0.000000,15720.117188,1
105000,0.000000,16125.767578,1
106000,56.002434,14184.912109,0
107000,10.754659,13862.490234,0
108000,2.065315,14135.900391,0
109000,0.396621,13861.433594,0
110000,0.096414,13911.056641,0
111000,0.018515,13861.433594,0
112000,0.003556,13967.380859,0
113000,0.000683,13861.433594,0
114000,0.000166,13989.601562,0
115000,0.000032,14194.701172,0
116000,0.000006,13861.433594,0
117000,0.000001,13861.433594,0
118000,0.000000,14135.900391,0
119000,0.000000,14323.905273,0
120000,0.000000,13861.433594,0
121000,0.000000,13861.433594,0
122000,0.000000,13959.171875,0
