Iteracion,Temperatura,Calidad,Fase
1000,44.241924,10198.668945,0
2000,8.496181,10583.561523,0
3000,1.631599,10198.668945,0
4000,0.313331,10203.750000,0
5000,0.076167,10385.823242,0
6000,0.014627,10737.987305,0
7000,0.002809,10071.877930,0
8000,0.000539,10071.877930,0
9000,0.000131,10347.988281,0
10000,0.000025,10706.102539,0
11000,0.000005,10071.877930,0
12000,0.000001,10200.968750,0
13000,0.000000,10198.668945,0
14000,0.000000,10005.740234,0
15000,0.000000,10071.877930,0
16000,0.000000,10629.239258,0
17000,0.000000,9649.583008,0
18000,0.000000,9949.246094,0
19000,0.000000,10111.777344,0
20000,0.000000,10071.877930,0
21000,0.000000,10071.877930,0
22000,0.000000,10203.750000,0
23000,0.000000,10374.696289,0
24000,0.000000,10706.102539,0
25000,0.000000,10706.102539,0
26000,0.000000,10198.668945,0
27000,0.000000,10706.102539,0
28000,0.000000,10071.877930,0
29000,0.000000,10071.877930,0
30000,0.000000,10071.877930,0
30045,0.000000,10605.283203,1
31000,56.002434,9411.294922,0
32000,10.754659,8978.750000,0
33000,2.065315,9438.486328,0
34000,0.396621,9276.085938,0
35000,0.076167,8812.844727,0
36000,0.018515,9562.954102,0
37000,0.003556,10363.937500,0
38000,0.000683,9489.825195,0
39000,0.000131,9261.024414,0
40000,0.000032,8812.844727,0
41000,0.000006,9261.024414,0
42000,0.000001,8812.844727,0
43000,0.000000,8791.878906,0
44000,0.000000,9174.837891,0
45000,0.000000,9261.025391,0
46000,0.000000,9603.565430,0
47000,0.000000,9418.075195,0
48000,0.000000,8751.267578,0
49000,0.000000,9438.384766,0
50000,0.000000,9489.825195,0
51000,0.000000,9261.024414,0
52000,0.000000,9438.486328,0
53000,0.000000,9603.690430,0
54000,0.000000,8812.844727,0
55000,0.000000,9369.997070,0
56000,0.000000,9323.114258,0
57000,0.000000,8751.267578,0
58000,0.000000,9331.747070,0
59000,0.000000,9562.954102,0
60000,0.000000,9261.024414,0
60157,0.000000,9233.833008,1
61000,56.002434,9852.609375,0
62000,10.754659,9576.499023,0
63000,2.065315,9576.499023,0
64000,0.502052,8823.000977,0
65000,0.096414,9141.417969,0
66000,0.018515,9576.499023,0
67000,0.003556,9576.499023,0
68000,0.000864,9136.946289,0
69000,0.000166,9141.417969,0
70000,0.000032,9576.499023,0
71000,0.000006,9278.654297,0
72000,0.000001,9576.499023,0
73000,0.000000,9634.687500,0
74000,0.000000,9592.600586,0
75000,0.000000,9576.499023,0
76000,0.000000,9141.417969,0
77000,0.000000,8823.000977,0
78000,0.000000,9634.687500,0
79000,0.000000,9278.654297,0
80000,0.000000,9634.687500,0
81000,0.000000,9576.499023,0
82000,0.000000,9634.687500,0
83000,0.000000,9141.417969,0
84000,0.000000,9136.946289,0
85000,0.000000,9356.406250,0
86000,0.000000,9576.499023,0
87000,0.000000,9576.499023,0
88000,0.000000,8823.000977,0
89000,0.000000,9582.836914,0
90000,0.000000,9634.687500,0
90213,0.000000,8820.901367,1
91000,56.002434,9039.197266,0
92000,10.754659,9548.954102,0
93000,2.614323,9667.548828,0
94000,0.502052,9976.491211,0
95000,0.096414,9548.954102,0
96000,0.018515,9740.341797,0
97000,0.004501,10266.063477,0
98000,0.000864,9740.341797,0
99000,0.000166,9548.954102,0
100000,0.000032,9520.881836,0
101000,0.000008,9405.170898,0
102000,0.000001,9957.121094,0
103000,0.000000,9419.191406,0
104000,0.000000,9720.978516,0
105000,0.000000,9259.381836,0
106000,0.000000,9548.954102,0
107000,0.000000,9656.325195,0
108000,0.000000,9471.201172,0
109000,0.000000,9548.954102,0
110000,0.000000,9825.064453,0
111000,0.000000,9471.201172,0
112000,0.000000,9548.954102,0
113000,0.000000,9568.702148,0
114000,0.000000,9259.381836,0
115000,0.000000,9548.954102,0
116000,0.000000,9740.341797,0
117000,0.000000,9850.883789,0
118000,0.000000,9511.118164,0
119000,0.000000,9548.954102,0
120000,0.000000,9436.865234,0
120268,0.000000,8727.708008,1
121000,89.733101,9721.500000,0
122000,17.232267,9828.474609,0
123000,3.309269,9233.946289,0
124000,0.635509,9940.048828,0
125000,0.154484,9940.048828,0
126000,0.029667,9233.946289,0
127000,0.005697,9283.626953,0
128000,0.001094,8907.345703,0
129000,0.000266,9233.946289,0
130000,0.000051,9196.111328,0
131000,0.000010,9607.209961,0
132000,0.000002,10045.632812,0
133000,0.000000,9552.363281,0
134000,0.000000,9405.970703,0
135000,0.000000,8859.084961,0
136000,0.000000,9107.237305,0
137000,0.000000,9598.856445,0
138000,0.000000,9588.641602,0
139000,0.000000,8901.107422,0
140000,0.000000,9196.111328,0
141000,0.000000,9233.946289,0
142000,0.000000,9233.946289,0
143000,0.000000,9233.946289,0
144000,0.000000,9233.946289,0
145000,0.000000,10045.632812,0
146000,0.000000,9233.946289,0
147000,0.000000,9184.051758,0
148000,0.000000,9068.151367,0
149000,0.000000,9283.626953,0
150000,0.000000,9399.456055,0
150464,0.000000,8823.000977,1
151000,89.733101,10209.912109,0
152000,21.812996,9837.900391,0
153000,4.188949,9692.449219,0
154000,0.804442,9203.556641,0
155000,0.154484,9719.472656,0
156000,0.037553,9681.539062,0
157000,0.007212,9672.702148,0
158000,0.001385,9692.449219,0
159000,0.000266,9672.701172,0
160000,0.000065,9672.702148,0
161000,0.000012,10038.305664,0
162000,0.000002,10153.708984,0
163000,0.000000,9039.197266,0
164000,0.000000,9568.702148,0
165000,0.000000,9233.162109,0
166000,0.000000,9906.636719,0
167000,0.000000,9240.012695,0
168000,0.000000,9381.738281,0
169000,0.000000,9548.954102,0
170000,0.000000,9672.702148,0
171000,0.000000,9471.201172,0
172000,0.000000,9233.146484,0
173000,0.000000,9656.325195,0
174000,0.000000,9471.201172,0
175000,0.000000,9632.318359,0
176000,0.000000,9419.191406,0
177000,0.000000,9957.121094,0
178000,0.000000,9381.738281,0
179000,0.000000,9216.502930,0
180000,0.000000,9667.548828,0
180575,0.000000,8621.224609,1
181000,113.586205,10045.519531,0
182000,21.812996,8542.424805,0
183000,4.188949,9512.737305,0
184000,1.018281,9233.833008,0
185000,0.195550,8480.333984,0
186000,0.037553,9411.293945,0
187000,0.007212,9233.833008,0
188000,0.001753,9295.922852,0
189000,0.000337,9295.922852,0
190000,0.000065,9121.744141,0
191000,0.000012,9233.833008,0
192000,0.000003,9295.922852,0
193000,0.000001,9156.080078,0
194000,0.000000,9233.833008,0
195000,0.000000,9229.915039,0
196000,0.000000,9535.762695,0
197000,0.000000,9156.080078,0
198000,0.000000,8888.602539,0
199000,0.000000,9104.069336,0
200000,0.000000,9350.967773,0
201000,0.000000,9233.833008,0
202000,0.000000,9576.374023,0
203000,0.000000,9350.967773,0
204000,0.000000,9295.922852,0
205000,0.000000,8480.333984,0
206000,0.000000,9576.499023,0
207000,0.000000,9195.997070,0
208000,0.000000,9227.318359,0
209000,0.000000,8953.256836,0
210000,0.000000,8953.256836,0
210653,0.000000,9203.622070,1
211000,113.586205,9755.282227,0
212000,27.611387,9867.371094,0
213000,5.302466,9867.371094,0
214000,1.018281,10181.317383,0
215000,0.195550,9398.225586,0
216000,0.047536,9985.965820,0
217000,0.009129,9985.965820,0
218000,0.001753,10146.275391,0
219000,0.000337,10058.759766,0
220000,0.000082,9867.371094,0
221000,0.000016,9867.371094,0
222000,0.000003,10174.165039,0
223000,0.000001,9867.371094,0
224000,0.000000,10174.166016,0
225000,0.000000,9419.190430,0
226000,0.000000,9887.119141,0
227000,0.000000,9867.371094,0
228000,0.000000,9867.371094,0
229000,0.000000,9755.282227,0
230000,0.000000,10169.300781,0
231000,0.000000,9357.614258,0
232000,0.000000,9985.965820,0
233000,0.000000,9534.919922,0
