Iteracion,Temperatura,Calidad,Fase
1000,44.241924,6305.529297,0
2000,8.496181,6111.739258,0
3000,1.631599,5650.946289,0
4000,0.313331,6103.898438,0
5000,0.076167,6111.739258,0
6000,0.014627,6730.935547,0
7000,0.002809,5650.945801,0
8000,0.000539,5650.945801,0
9000,0.000131,6277.982422,0
10000,0.000025,6305.529297,0
11000,0.000005,6103.898438,0
12000,0.000001,6103.898438,0
13000,0.000000,6103.898438,0
14000,0.000000,6305.530273,0
15000,0.000000,6111.739258,0
16000,0.000000,6141.952148,0
17000,0.000000,6103.898438,0
18000,0.000000,5650.945801,0
19000,0.000000,5514.916016,0
20000,0.000000,6103.898438,0
21000,0.000000,6111.739258,0
22000,0.000000,6239.928711,0
23000,0.000000,5650.946289,0
24000,0.000000,6700.721680,0
25000,0.000000,6277.982422,0
26000,0.000000,6305.530273,0
27000,0.000000,6239.928711,0
28000,0.000000,5514.916016,0
29000,0.000000,6103.898438,0
30000,0.000000,6103.898438,0
30045,0.000000,5468.555664,1
31000,0.000000,6259.169922,1
32000,0.000000,5256.184570,1
33000,0.000000,6057.538086,1
34000,0.000000,5468.555664,1
35000,0.000000,5498.915039,1
36000,44.241924,4425.626465,0
37000,8.496181,5514.916016,0
38000,2.065315,4384.666016,0
39000,0.396621,5002.916992,0
40000,0.076167,4425.626465,0
41000,0.014627,5333.860352,0
42000,0.003556,4379.266602,0
43000,0.000683,4425.626465,0
44000,0.000131,5468.555664,0
45000,0.000025,4627.257812,0
46000,0.000005,5333.860352,0
47000,0.000001,4886.817383,0
48000,0.000000,4833.677734,0
49000,0.000000,5337.925293,0
50000,0.000000,4979.203613,0
51000,0.000000,4990.644531,0
52000,0.000000,4386.510742,0
53000,0.000000,4880.014648,0
54000,0.000000,4597.044922,0
55000,0.000000,4510.262695,0
56000,0.000000,4529.851562,0
57000,0.000000,4627.257812,0
58000,0.000000,5174.585938,0
59000,0.000000,4374.232422,0
60000,0.000000,4386.510742,0
61000,0.000000,5002.916992,0
62000,0.000000,4425.626465,0
63000,0.000000,4562.692383,0
64000,0.000000,4627.257812,0
65000,0.000000,5002.917480,0
65089,0.000000,4372.053711,1
66000,0.000000,4651.520508,1
67000,0.000000,4425.626953,1
68000,0.000000,4425.626953,1
69000,0.000000,5256.184570,1
70000,0.000000,4425.626953,1
71000,44.241924,5514.916016,0
72000,10.754659,4439.308105,0
73000,2.065315,5292.899902,0
74000,0.396621,4425.626465,0
75000,0.076167,4618.291504,0
