Iteracion,Temperatura,Calidad,Fase
1000,1.741434,10527.531250,0
2000,0.028882,10706.102539,0
3000,0.000479,10841.477539,0
4000,0.000008,10200.968750,0
5000,0.000000,10203.750000,0
6000,0.000000,9657.586914,0
7000,0.000000,10071.877930,0
8000,0.000000,10071.877930,0
9000,0.000000,10594.689453,0
10000,0.000000,10198.668945,0
11000,0.000000,10071.877930,0
12000,0.000000,10071.877930,0
13000,0.000000,10198.668945,0
14000,0.000000,10459.123047,0
15000,0.000000,10706.102539,0
16000,0.000000,10198.668945,0
17000,0.000000,10071.876953,0
18000,0.000000,10706.102539,0
19000,0.000000,9959.788086,0
20000,0.000000,10071.877930,0
21000,0.000000,10198.668945,0
22000,0.000000,10071.877930,0
23000,0.000000,10298.307617,0
24000,0.000000,10782.073242,0
25000,0.000000,10071.877930,0
26000,0.000000,10071.877930,0
27000,0.000000,10071.877930,0
28000,0.000000,10203.750000,0
29000,0.000000,10071.877930,0
30000,0.000000,10111.777344,0
30016,0.000000,10374.695312,1
30017,0.000000,10347.988281,1
30018,0.000000,10071.876953,1
30019,0.000000,9395.395508,1
30020,0.000000,9472.074219,1
30021,0.000000,11239.507812,1
30022,0.000000,10706.101562,1
30023,0.000000,10639.560547,1
30024,0.000000,10071.876953,1
30025,0.000000,10374.695312,1
30026,0.000000,10374.695312,1
30027,0.000000,10520.100586,1
30028,0.000000,10650.805664,1
30029,0.000000,10629.237305,1
30030,0.000000,10374.696289,1
30031,0.000000,10374.695312,1
30032,0.000000,10535.291992,1
30033,0.000000,10374.695312,1
30034,0.000000,10374.695312,1
30035,0.000000,10629.237305,1
30036,0.000000,10908.101562,1
30037,0.000000,10520.100586,1
30038,0.000000,10629.237305,1
30039,0.000000,10830.349609,1
30040,0.000000,9567.155273,1
30041,0.000000,10629.238281,1
30042,0.000000,10348.507812,1
30043,0.000000,10650.806641,1
30044,0.000000,10377.338867,1
30045,0.000000,10908.101562,1
30046,0.000000,10344.252930,1
30047,0.000000,10908.101562,1
30048,0.000000,10583.561523,1
30049,0.000000,11217.787109,1
30050,0.000000,10761.941406,1
30051,0.000000,10761.941406,1
30052,0.000000,11217.594727,1
30053,0.000000,11295.347656,1
30054,0.000000,10105.007812,1
30055,0.000000,11217.594727,1
30056,0.000000,11217.594727,1
30057,0.000000,10761.941406,1
30058,0.000000,11038.051758,1
30059,0.000000,10761.941406,1
30060,0.000000,10586.124023,1
30061,0.000000,11710.112305,1
30062,0.000000,10761.941406,1
30063,0.000000,10761.941406,1
30064,0.000000,10959.045898,1
30065,0.000000,10761.941406,1
30066,0.000000,11929.572266,1
