Iteracion,Temperatura,Calidad,Fase
1000,1.741434,10198.668945,0
2000,0.028882,10583.561523,0
3000,0.000479,10198.668945,0
4000,0.000008,10203.750000,0
5000,0.000000,10385.823242,0
6000,0.000000,10737.987305,0
7000,0.000000,10071.877930,0
8000,0.000000,10071.877930,0
9000,0.000000,10347.988281,0
10000,0.000000,10706.102539,0
11000,0.000000,10071.877930,0
12000,0.000000,10200.968750,0
13000,0.000000,10198.668945,0
14000,0.000000,10005.740234,0
15000,0.000000,10071.877930,0
16000,0.000000,10629.239258,0
17000,0.000000,9649.583008,0
18000,0.000000,9949.246094,0
19000,0.000000,10111.777344,0
20000,0.000000,10071.877930,0
21000,0.000000,10071.877930,0
22000,0.000000,10203.750000,0
23000,0.000000,10374.696289,0
24000,0.000000,10706.102539,0
25000,0.000000,10706.102539,0
26000,0.000000,10198.668945,0
27000,0.000000,10706.102539,0
28000,0.000000,10071.877930,0
29000,0.000000,10071.877930,0
30000,0.000000,10071.877930,0
30016,0.000000,10605.283203,1
30017,0.000000,10071.876953,1
30018,0.000000,10268.981445,1
30019,0.000000,10706.102539,1
30020,0.000000,9962.326172,1
30021,0.000000,10706.102539,1
30022,0.000000,10071.876953,1
30023,0.000000,10706.102539,1
30024,0.000000,10042.215820,1
30025,0.000000,9472.074219,1
30026,0.000000,10280.743164,1
30027,0.000000,10706.102539,1
30028,0.000000,11239.507812,1
30029,0.000000,10623.994141,1
30030,0.000000,10706.101562,1
30031,0.000000,10347.988281,1
30032,0.000000,10385.823242,1
30033,0.000000,10515.374023,1
30034,0.000000,10204.580078,1
30035,0.000000,10014.566406,1
30036,0.000000,10166.684570,1
30037,0.000000,10204.580078,1
30038,0.000000,10207.223633,1
30039,0.000000,10080.903320,1
30040,0.000000,10211.877930,1
30041,0.000000,10660.233398,1
30042,0.000000,10204.580078,1
30043,0.000000,10204.580078,1
30044,0.000000,10648.076172,1
30045,0.000000,9397.040039,1
30046,0.000000,10204.580078,1
30047,0.000000,10204.580078,1
30048,0.000000,10317.759766,1
30049,0.000000,10507.398438,1
30050,0.000000,10480.690430,1
30051,0.000000,10480.690430,1
30052,0.000000,10518.526367,1
30053,0.000000,10459.123047,1
30054,0.000000,11093.347656,1
30055,0.000000,10761.941406,1
30056,0.000000,11038.051758,1
30057,0.000000,10761.941406,1
30058,0.000000,9954.400391,1
30059,0.000000,11038.051758,1
30060,0.000000,10724.045898,1
30061,0.000000,10761.941406,1
30062,0.000000,10761.941406,1
30063,0.000000,11217.594727,1
30064,0.000000,10761.941406,1
30065,0.000000,10761.941406,1
