Iteracion,Temperatura,Calidad,Fase
1000,1.741434,3497.634766,0
2000,0.028882,4078.820801,0
3000,0.000479,3497.634766,0
4000,0.000008,3885.430176,0
5000,0.000000,3689.586914,0
6000,0.000000,3689.586914,0
7000,0.000000,3885.430176,0
8000,0.000000,3620.047363,0
9000,0.000000,4036.160400,0
10000,0.000000,3701.285156,0
11000,0.000000,4036.160400,0
12000,0.000000,4078.820801,0
13000,0.000000,3885.430176,0
14000,0.000000,3689.586914,0
15000,0.000000,3689.586914,0
16000,0.000000,4078.820801,0
17000,0.000000,3620.047363,0
18000,0.000000,3497.634766,0
19000,0.000000,3701.285156,0
20000,0.000000,3832.510010,0
21000,0.000000,3832.510010,0
22000,0.000000,3832.510010,0
23000,0.000000,3832.510010,0
24000,0.000000,3701.285156,0
25000,0.000000,3832.510010,0
26000,0.000000,3620.047363,0
27000,0.000000,3620.047363,0
28000,0.000000,3701.285156,0
29000,0.000000,3885.430176,0
30000,0.000000,3701.285156,0
30016,0.000000,3295.278809,1
30017,0.000000,4212.931641,1
30018,0.000000,3620.047607,1
30019,0.000000,4368.429688,1
30020,0.000000,3775.545410,1
30021,0.000000,3613.404541,1
30022,0.000000,4172.586426,1
30023,0.000000,4765.471191,1
30024,0.000000,4172.586426,1
30025,0.000000,3791.183838,1
30026,0.000000,3948.818115,1
30027,0.000000,3909.477539,1
30028,0.000000,4172.586426,1
30029,0.000000,3868.363525,1
30030,0.000000,4765.470703,1
30031,0.000000,4027.840820,1
30032,0.000000,4280.675781,1
30033,0.000000,4027.841553,1
30034,0.000000,4172.586426,1
30035,0.000000,3973.629883,1
30036,0.000000,4765.470703,1
30037,0.000000,3973.629883,1
30038,0.000000,4566.514160,1
30039,0.000000,3973.629883,1
30040,0.000000,4566.514648,1
30041,0.000000,4172.586914,1
30042,0.000000,3609.953613,1
30043,0.000000,3454.455566,1
30044,0.000000,3454.455566,1
30045,0.000000,3413.145752,1
30046,0.000000,4006.030273,1
30047,0.000000,3566.962891,1
30048,0.000000,3975.779053,1
30049,0.000000,3239.643555,1
30050,0.000000,4006.030518,1
30051,0.000000,3566.962891,1
30052,0.000000,3447.459229,1
30053,0.000000,4006.030273,1
30054,0.000000,3678.528564,1
30055,0.000000,3407.988037,1
30056,0.000000,3709.909180,1
30057,0.000000,3413.145996,1
30058,0.000000,3566.962891,1
30059,0.000000,3413.145996,1
30060,0.000000,3335.206543,1
30061,0.000000,4006.030273,1
30062,0.000000,3411.007812,1
30063,0.000000,3108.923096,1
30064,0.000000,3657.837402,1
30065,0.000000,3973.640625,1
30066,0.000000,3973.640869,1
30067,0.000000,3657.837402,1
30068,0.000000,3355.752930,1
30069,0.000000,3973.640625,1
30070,0.000000,3411.007812,1
30071,0.000000,3497.048828,1
30072,0.000000,3819.876221,1
30073,0.000000,3592.237793,1
30074,0.000000,3471.595703,1
30075,0.000000,4072.533203,1
30076,0.000000,3657.837402,1
30077,0.000000,3657.837402,1
30078,0.000000,3411.007812,1
30079,0.000000,3657.837402,1
30080,0.000000,3648.872070,1
30081,0.000000,3973.640869,1
30082,0.000000,3847.818115,1
30083,0.000000,3932.029053,1
30084,0.000000,3932.029053,1
30085,0.000000,3086.238770,1
30086,0.000000,3333.068604,1
30087,0.000000,3823.446289,1
30088,0.000000,3648.872070,1
30089,0.000000,3800.138184,1
30090,0.000000,4076.769531,1
30091,0.000000,3847.818115,1
30092,0.000000,3648.872070,1
30093,0.000000,3648.861328,1
30094,0.000000,4241.746094,1
30095,0.000000,3973.629883,1
30096,0.000000,3344.638428,1
30097,0.000000,4064.974365,1
30098,0.000000,3648.861328,1
30099,0.000000,3645.852539,1
30100,0.000000,3648.861328,1
30101,0.000000,3385.751953,1
30102,0.000000,3648.861084,1
30103,0.000000,3488.072998,1
31000,3.045600,3291.265137,0
32000,0.041925,3224.352051,0
33000,0.000695,3194.760254,0
34000,0.000012,3503.583496,0
35000,0.000000,3413.067383,0
36000,0.000000,3609.455811,0
37000,0.000000,3609.455811,0
38000,0.000000,3262.058594,0
39000,0.000000,3622.668457,0
40000,0.000000,3194.760254,0
41000,0.000000,3194.760254,0
42000,0.000000,3194.760254,0
43000,0.000000,3194.760254,0
44000,0.000000,3024.118896,0
45000,0.000000,3503.583252,0
46000,0.000000,3503.583252,0
47000,0.000000,3503.583496,0
48000,0.000000,3196.909180,0
49000,0.000000,3204.011719,0
50000,0.000000,3503.583496,0
51000,0.000000,3611.151855,0
52000,0.000000,3262.058594,0
53000,0.000000,3127.847168,0
54000,0.000000,3024.118896,0
55000,0.000000,3399.854980,0
56000,0.000000,3399.854980,0
57000,0.000000,3194.760254,0
58000,0.000000,3194.760254,0
59000,0.000000,3196.909180,0
60000,0.000000,3480.911133,0
60119,0.000000,3196.908691,1
60120,0.000000,3488.072754,1
60121,0.000000,3787.644531,1
60122,0.000000,3194.760254,1
60123,0.000000,3193.054199,1
60124,0.000000,3351.713867,1
60125,0.000000,3218.278076,1
60126,0.000000,3205.874023,1
60127,0.000000,3346.026367,1
60128,0.000000,3645.026855,1
60129,0.000000,3897.861328,1
60130,0.000000,3291.264648,1
60131,0.000000,4398.699219,1
60132,0.000000,3488.072998,1
60133,0.000000,3648.861328,1
60134,0.000000,3174.916016,1
60135,0.000000,3528.179688,1
60136,0.000000,3528.179688,1
60137,0.000000,3399.600586,1
60138,0.000000,3440.871826,1
60139,0.000000,3695.995117,1
60140,0.000000,3488.072998,1
60141,0.000000,3449.915527,1
60142,0.000000,3252.356934,1
60143,0.000000,3486.366943,1
60144,0.000000,3194.760254,1
60145,0.000000,3393.716797,1
60146,0.000000,3234.867188,1
60147,0.000000,3388.684570,1
60148,0.000000,3234.867188,1
60149,0.000000,3528.179688,1
60150,0.000000,3688.968262,1
60151,0.000000,3341.938477,1
60152,0.000000,3626.144531,1
60153,0.000000,3434.069336,1
60154,0.000000,3690.218506,1
60155,0.000000,3462.580566,1
60156,0.000000,3434.069336,1
60157,0.000000,3812.841553,1
60158,0.000000,3543.690430,1
60159,0.000000,3331.371582,1
60160,0.000000,3688.968262,1
60161,0.000000,3786.932617,1
60162,0.000000,3822.274658,1
60163,0.000000,4131.097656,1
60164,0.000000,3990.089600,1
60165,0.000000,3601.218018,1
60166,0.000000,3990.089355,1
60167,0.000000,3804.345703,1
60168,0.000000,3813.340088,1
60169,0.000000,3986.842529,1
60170,0.000000,4404.785156,1
60171,0.000000,4111.472656,1
60172,0.000000,3804.345703,1
60173,0.000000,3804.345703,1
60174,0.000000,3415.474121,1
60175,0.000000,3990.089844,1
60176,0.000000,3605.439941,1
60177,0.000000,4579.727051,1
60178,0.000000,3444.651367,1
60179,0.000000,4397.229980,1
60180,0.000000,3500.122803,1
60181,0.000000,3499.969238,1
60182,0.000000,3607.537842,1
60183,0.000000,3479.576904,1
61000,3.669398,3345.192627,0
62000,0.060857,3383.002441,0
63000,0.001009,3383.002441,0
64000,0.000017,3797.698242,0
65000,0.000000,3383.002441,0
66000,0.000000,3383.002441,0
67000,0.000000,3396.204590,0
68000,0.000000,3790.142578,0
69000,0.000000,3396.204590,0
70000,0.000000,3108.002930,0
71000,0.000000,3810.899902,0
72000,0.000000,3790.142578,0
73000,0.000000,3515.143555,0
74000,0.000000,3810.899902,0
75000,0.000000,3383.002441,0
76000,0.000000,3383.002441,0
77000,0.000000,3383.002441,0
78000,0.000000,3396.204590,0
79000,0.000000,3383.002441,0
80000,0.000000,3383.002441,0
81000,0.000000,3108.002930,0
82000,0.000000,3797.698242,0
83000,0.000000,3790.142578,0
84000,0.000000,3108.002930,0
85000,0.000000,3383.002441,0
86000,0.000000,3383.002441,0
87000,0.000000,3396.204590,0
88000,0.000000,3383.002441,0
89000,0.000000,3810.899902,0
90000,0.000000,3557.576904,0
90199,0.000000,3787.644531,1
90200,0.000000,2840.049316,1
90201,0.000000,3787.644775,1
90202,0.000000,4112.413574,1
90203,0.000000,4112.413574,1
90204,0.000000,4112.413086,1
90205,0.000000,4566.514160,1
90206,0.000000,4311.370117,1
90207,0.000000,4566.514648,1
90208,0.000000,4112.413574,1
90209,0.000000,4112.413086,1
90210,0.000000,4112.413574,1
90211,0.000000,4472.158203,1
90212,0.000000,4112.413574,1
90213,0.000000,4112.413086,1
90214,0.000000,4273.202148,1
90215,0.000000,4405.726074,1
90216,0.000000,3607.359375,1
90217,0.000000,4112.413086,1
90218,0.000000,4112.413086,1
90219,0.000000,4112.413086,1
90220,0.000000,4311.370117,1
90221,0.000000,4112.413574,1
90222,0.000000,3788.346436,1
90223,0.000000,4273.202148,1
90224,0.000000,4112.413086,1
90225,0.000000,4405.726074,1
90226,0.000000,4112.413574,1
90227,0.000000,3884.330322,1
90228,0.000000,4015.378418,1
90229,0.000000,4114.561523,1
90230,0.000000,4114.561523,1
90231,0.000000,4275.349609,1
90232,0.000000,4568.662598,1
90233,0.000000,4765.470703,1
90234,0.000000,4568.663086,1
90235,0.000000,4365.012207,1
90236,0.000000,4568.662598,1
90237,0.000000,4568.662109,1
90238,0.000000,4568.662598,1
90239,0.000000,4400.847656,1
90240,0.000000,4568.662598,1
90241,0.000000,4395.160156,1
90242,0.000000,4568.662598,1
90243,0.000000,4568.663086,1
90244,0.000000,4765.470703,1
90245,0.000000,4568.662598,1
90246,0.000000,4568.662598,1
90247,0.000000,4568.662598,1
90248,0.000000,4765.470703,1
90249,0.000000,4765.470703,1
90250,0.000000,4765.470703,1
90251,0.000000,4765.470703,1
90252,0.000000,4765.470703,1
90253,0.000000,4765.470703,1
90254,0.000000,4765.470703,1
90255,0.000000,4765.470703,1
90256,0.000000,4425.420898,1
90257,0.000000,4765.471191,1
90258,0.000000,4765.470703,1
90259,0.000000,4591.968262,1
90260,0.000000,4765.470703,1
90261,0.000000,4765.470703,1
90262,0.000000,4765.470703,1
90263,0.000000,4765.470703,1
90264,0.000000,4765.470703,1
90265,0.000000,4765.470703,1
90266,0.000000,4541.702637,1
90267,0.000000,4765.470703,1
90268,0.000000,4765.470703,1
