Iteracion,Temperatura,Calidad,Fase
1000,1.741434,14769.569336,0
2000,0.028882,14769.569336,0
3000,0.000479,14586.428711,0
4000,0.000008,14897.594727,0
5000,0.000000,14769.569336,0
6000,0.000000,13965.416016,0
7000,0.000000,14475.323242,0
8000,0.000000,14769.569336,0
9000,0.000000,14769.569336,0
10000,0.000000,14769.569336,0
11000,0.000000,15174.479492,0
12000,0.000000,14769.569336,0
13000,0.000000,14714.790039,0
14000,0.000000,13832.443359,0
15000,0.000000,14551.577148,0
16000,0.000000,14793.375000,0
17000,0.000000,14486.133789,0
18000,0.000000,13965.416016,0
19000,0.000000,14793.375977,0
20000,0.000000,14714.790039,0
21000,0.000000,13832.443359,0
22000,0.000000,15303.282227,0
23000,0.000000,14769.569336,0
24000,0.000000,14793.375977,0
25000,0.000000,14769.569336,0
26000,0.000000,14598.149414,0
27000,0.000000,14769.569336,0
28000,0.000000,14769.569336,0
29000,0.000000,14769.569336,0
30000,0.000000,14769.569336,0
30016,0.000000,14542.347656,1
30017,0.000000,14851.371094,1
30018,0.000000,14071.904297,1
30019,0.000000,14523.015625,1
30020,0.000000,14390.205078,1
30021,0.000000,14094.843750,1
30022,0.000000,14588.236328,1
30023,0.000000,14413.178711,1
30024,0.000000,14384.736328,1
30025,0.000000,14766.514648,1
30026,0.000000,14571.539062,1
30027,0.000000,14740.166992,1
30028,0.000000,14766.514648,1
30029,0.000000,15026.911133,1
30030,0.000000,14390.205078,1
30031,0.000000,14390.205078,1
30032,0.000000,15329.491211,1
30033,0.000000,15202.692383,1
30034,0.000000,14715.036133,1
30035,0.000000,14613.367188,1
30036,0.000000,15026.911133,1
30037,0.000000,14660.737305,1
30038,0.000000,14244.399414,1
30039,0.000000,14388.131836,1
30040,0.000000,14244.398438,1
30041,0.000000,15056.886719,1
30042,0.000000,14244.398438,1
30043,0.000000,14596.805664,1
30044,0.000000,14458.320312,1
30045,0.000000,14371.199219,1
30046,0.000000,14244.398438,1
30047,0.000000,13905.455078,1
30048,0.000000,14244.398438,1
30049,0.000000,14881.104492,1
30050,0.000000,14755.445312,1
30051,0.000000,14505.576172,1
30052,0.000000,14388.131836,1
30053,0.000000,14244.398438,1
30054,0.000000,13981.515625,1
30055,0.000000,14349.776367,1
30056,0.000000,14313.863281,1
30057,0.000000,14881.105469,1
30058,0.000000,14239.654297,1
30059,0.000000,14202.326172,1
30060,0.000000,14088.796875,1
30061,0.000000,14556.547852,1
30062,0.000000,14318.509766,1
30063,0.000000,15056.885742,1
30064,0.000000,14244.398438,1
30065,0.000000,14244.398438,1
30066,0.000000,14588.235352,1
30067,0.000000,15056.885742,1
30068,0.000000,14940.642578,1
30069,0.000000,14371.199219,1
30070,0.000000,14881.105469,1
30071,0.000000,14501.361328,1
30072,0.000000,14588.236328,1
30073,0.000000,14388.131836,1
30074,0.000000,14371.199219,1
30075,0.000000,13981.515625,1
30076,0.000000,14388.132812,1
30077,0.000000,14267.372070,1
30078,0.000000,14244.398438,1
30079,0.000000,14244.398438,1
30080,0.000000,14323.580078,1
30081,0.000000,14344.640625,1
30082,0.000000,14261.119141,1
30083,0.000000,14244.398438,1
30084,0.000000,14501.361328,1
30085,0.000000,14830.424805,1
30086,0.000000,14371.198242,1
30087,0.000000,14371.199219,1
30088,0.000000,13927.566406,1
30089,0.000000,14128.269531,1
30090,0.000000,14295.828125,1
30091,0.000000,14371.199219,1
30092,0.000000,14425.732422,1
30093,0.000000,13342.457031,1
30094,0.000000,14620.708984,1
30095,0.000000,13369.954102,1
30096,0.000000,14802.157227,1
30097,0.000000,14244.398438,1
30098,0.000000,14244.398438,1
30099,0.000000,15056.886719,1
30100,0.000000,14881.105469,1
30101,0.000000,14106.187500,1
30102,0.000000,14496.394531,1
30103,0.000000,14244.399414,1
30104,0.000000,14244.398438,1
30105,0.000000,14244.398438,1
30106,0.000000,14318.509766,1
30107,0.000000,14388.131836,1
30108,0.000000,14239.158203,1
30109,0.000000,13342.457031,1
30110,0.000000,14343.321289,1
30111,0.000000,14106.187500,1
30112,0.000000,14371.198242,1
30113,0.000000,14388.131836,1
30114,0.000000,14514.932617,1
30115,0.000000,13945.651367,1
30116,0.000000,14706.427734,1
30117,0.000000,14141.507812,1
30118,0.000000,14357.957031,1
30119,0.000000,15146.442383,1
30120,0.000000,14588.236328,1
30121,0.000000,14371.199219,1
30122,0.000000,14238.798828,1
30123,0.000000,14244.399414,1
30124,0.000000,14091.718750,1
30125,0.000000,14245.667969,1
30126,0.000000,13369.954102,1
30127,0.000000,13981.515625,1
30128,0.000000,14388.131836,1
30129,0.000000,14244.399414,1
30130,0.000000,14510.747070,1
30131,0.000000,14243.917969,1
30132,0.000000,14344.640625,1
30133,0.000000,14588.236328,1
30134,0.000000,14354.711914,1
30135,0.000000,13890.637695,1
30136,0.000000,14054.560547,1
30137,0.000000,14182.602539,1
30138,0.000000,14263.466797,1
30139,0.000000,14753.283203,1
30140,0.000000,13905.455078,1
30141,0.000000,13369.954102,1
30142,0.000000,14830.424805,1
30143,0.000000,14300.312500,1
30144,0.000000,15142.281250,1
30145,0.000000,14632.375000,1
30146,0.000000,15056.885742,1
30147,0.000000,15082.016602,1
30148,0.000000,14786.886719,1
30149,0.000000,15130.058594,1
30150,0.000000,15474.402344,1
30151,0.000000,15082.017578,1
30152,0.000000,15669.982422,1
30153,0.000000,14765.183594,1
30154,0.000000,15082.017578,1
30155,0.000000,15120.517578,1
30156,0.000000,15794.841797,1
30157,0.000000,15458.328125,1
30158,0.000000,15090.824219,1
30159,0.000000,14227.458984,1
30160,0.000000,15082.017578,1
30161,0.000000,15352.549805,1
30162,0.000000,15208.816406,1
30163,0.000000,15416.578125,1
30164,0.000000,15082.017578,1
30165,0.000000,15458.328125,1
30166,0.000000,15076.416016,1
30167,0.000000,14831.649414,1
30168,0.000000,15082.017578,1
30169,0.000000,15082.017578,1
30170,0.000000,14761.383789,1
30171,0.000000,14799.712891,1
30172,0.000000,14888.402344,1
30173,0.000000,15082.017578,1
30174,0.000000,15225.750000,1
30175,0.000000,15082.017578,1
30176,0.000000,15082.017578,1
30177,0.000000,15640.223633,1
30178,0.000000,15082.017578,1
30179,0.000000,15416.578125,1
30180,0.000000,15267.964844,1
30181,0.000000,15554.461914,1
30182,0.000000,14269.531250,1
30183,0.000000,15101.439453,1
30184,0.000000,15360.277344,1
30185,0.000000,15640.224609,1
30186,0.000000,15295.938477,1
30187,0.000000,15076.416016,1
30188,0.000000,15718.722656,1
30189,0.000000,15514.962891,1
30190,0.000000,15137.931641,1
30191,0.000000,15543.183594,1
30192,0.000000,14786.886719,1
30193,0.000000,14116.851562,1
30194,0.000000,14712.485352,1
30195,0.000000,14712.486328,1
30196,0.000000,14801.855469,1
30197,0.000000,14712.485352,1
30198,0.000000,14836.578125,1
30199,0.000000,14973.662109,1
30200,0.000000,14030.625977,1
30201,0.000000,14242.737305,1
30202,0.000000,14752.280273,1
30203,0.000000,14406.952148,1
30204,0.000000,14727.012695,1
30205,0.000000,14712.485352,1
30206,0.000000,15270.692383,1
30207,0.000000,14712.485352,1
30208,0.000000,14712.485352,1
30209,0.000000,14712.485352,1
30210,0.000000,14926.407227,1
30211,0.000000,14926.407227,1
30212,0.000000,15298.511719,1
30213,0.000000,14712.486328,1
30214,0.000000,14856.219727,1
30215,0.000000,14203.836914,1
30216,0.000000,14566.722656,1
30217,0.000000,14712.485352,1
30218,0.000000,14856.218750,1
30219,0.000000,14203.836914,1
30220,0.000000,14966.696289,1
30221,0.000000,15173.651367,1
30222,0.000000,14560.722656,1
30223,0.000000,14310.354492,1
30224,0.000000,14523.829102,1
30225,0.000000,14821.899414,1
30226,0.000000,14580.144531,1
30227,0.000000,14334.982422,1
30228,0.000000,15021.889648,1
30229,0.000000,14817.684570,1
30230,0.000000,14561.991211,1
30231,0.000000,15021.888672,1
30232,0.000000,14221.779297,1
30233,0.000000,14243.890625,1
30234,0.000000,14449.027344,1
30235,0.000000,14291.968750,1
30236,0.000000,14654.802734,1
30237,0.000000,14600.674805,1
30238,0.000000,15073.986328,1
30239,0.000000,14261.975586,1
30240,0.000000,14449.027344,1
30241,0.000000,13801.853516,1
30242,0.000000,14488.959961,1
30243,0.000000,14774.643555,1
30244,0.000000,14555.037109,1
30245,0.000000,14440.277344,1
30246,0.000000,13706.164062,1
30247,0.000000,14561.991211,1
30248,0.000000,14704.455078,1
30249,0.000000,14234.083984,1
30250,0.000000,15118.928711,1
30251,0.000000,14498.925781,1
30252,0.000000,14318.305664,1
30253,0.000000,15783.455078,1
30254,0.000000,14720.832031,1
30255,0.000000,14587.169922,1
30256,0.000000,14913.128906,1
30257,0.000000,14716.925781,1
30258,0.000000,14817.684570,1
30259,0.000000,14560.721680,1
30260,0.000000,14423.453125,1
30261,0.000000,15458.605469,1
30262,0.000000,15118.928711,1
30263,0.000000,14369.929688,1
30264,0.000000,15022.751953,1
30265,0.000000,15341.162109,1
30266,0.000000,14178.943359,1
30267,0.000000,14534.177734,1
30268,0.000000,14555.037109,1
30269,0.000000,15021.888672,1
30270,0.000000,14560.721680,1
30271,0.000000,15165.736328,1
30272,0.000000,14560.721680,1
30273,0.000000,14779.391602,1
30274,0.000000,14310.354492,1
30275,0.000000,14774.643555,1
30276,0.000000,14434.480469,1
30277,0.000000,14370.883789,1
30278,0.000000,14278.419922,1
30279,0.000000,14498.925781,1
30280,0.000000,14369.929688,1
30281,0.000000,14443.049805,1
30282,0.000000,13686.277344,1
30283,0.000000,14435.214844,1
30284,0.000000,15146.749023,1
30285,0.000000,14560.721680,1
30286,0.000000,14370.960938,1
30287,0.000000,14930.252930,1
30288,0.000000,14665.449219,1
30289,0.000000,14560.722656,1
30290,0.000000,14318.305664,1
30291,0.000000,14913.128906,1
30292,0.000000,14571.630859,1
30293,0.000000,14704.456055,1
30294,0.000000,15073.986328,1
30295,0.000000,15021.888672,1
30296,0.000000,14289.940430,1
30297,0.000000,14579.790039,1
30298,0.000000,14220.580078,1
30299,0.000000,15049.451172,1
30300,0.000000,14827.070312,1
30301,0.000000,14904.559570,1
30302,0.000000,14587.169922,1
30303,0.000000,14821.899414,1
30304,0.000000,14857.900391,1
30305,0.000000,14178.810547,1
30306,0.000000,14221.779297,1
30307,0.000000,14243.890625,1
30308,0.000000,14666.099609,1
30309,0.000000,14310.354492,1
30310,0.000000,14560.722656,1
30311,0.000000,14560.722656,1
30312,0.000000,14388.394531,1
30313,0.000000,14600.674805,1
30314,0.000000,14654.802734,1
30315,0.000000,14560.721680,1
30316,0.000000,15022.751953,1
30317,0.000000,14549.632812,1
30318,0.000000,14560.722656,1
30319,0.000000,14392.959961,1
30320,0.000000,14930.253906,1
30321,0.000000,14558.623047,1
30322,0.000000,14587.169922,1
30323,0.000000,14860.657227,1
30324,0.000000,14423.453125,1
30325,0.000000,14857.900391,1
30326,0.000000,14240.326172,1
30327,0.000000,14560.722656,1
30328,0.000000,15021.888672,1
30329,0.000000,14422.981445,1
30330,0.000000,14953.107422,1
30331,0.000000,14185.326172,1
30332,0.000000,13743.876953,1
30333,0.000000,14560.722656,1
30334,0.000000,14895.284180,1
30335,0.000000,14774.643555,1
30336,0.000000,13686.277344,1
30337,0.000000,14993.668945,1
30338,0.000000,14240.326172,1
30339,0.000000,14422.511719,1
30340,0.000000,14666.099609,1
30341,0.000000,14434.480469,1
30342,0.000000,14178.943359,1
30343,0.000000,13686.277344,1
30344,0.000000,14285.630859,1
30345,0.000000,13742.369141,1
30346,0.000000,14627.127930,1
30347,0.000000,15191.430664,1
30348,0.000000,14310.354492,1
30349,0.000000,14904.559570,1
30350,0.000000,13771.208984,1
30351,0.000000,14422.511719,1
30352,0.000000,14496.560547,1
30353,0.000000,13658.780273,1
30354,0.000000,13771.208984,1
30355,0.000000,14221.779297,1
30356,0.000000,15391.419922,1
30357,0.000000,14376.314453,1
30358,0.000000,14978.102539,1
30359,0.000000,14392.959961,1
30360,0.000000,14064.080078,1
30361,0.000000,14740.139648,1
30362,0.000000,14178.810547,1
30363,0.000000,13686.277344,1
30364,0.000000,15021.889648,1
30365,0.000000,14392.959961,1
30366,0.000000,14178.810547,1
30367,0.000000,14230.317383,1
30368,0.000000,14560.722656,1
30369,0.000000,15049.451172,1
30370,0.000000,14577.441406,1
30371,0.000000,14457.832031,1
30372,0.000000,14560.722656,1
30373,0.000000,14560.722656,1
30374,0.000000,14334.982422,1
30375,0.000000,15022.751953,1
30376,0.000000,14496.560547,1
30377,0.000000,14560.722656,1
30378,0.000000,14560.722656,1
30379,0.000000,14310.354492,1
30380,0.000000,14577.441406,1
30381,0.000000,14560.722656,1
30382,0.000000,14435.214844,1
30383,0.000000,14291.968750,1
30384,0.000000,14334.982422,1
30385,0.000000,14552.189453,1
30386,0.000000,14558.623047,1
30387,0.000000,14457.832031,1
30388,0.000000,14796.505859,1
30389,0.000000,14523.829102,1
30390,0.000000,14560.722656,1
30391,0.000000,14422.511719,1
30392,0.000000,14469.566406,1
30393,0.000000,14608.765625,1
30394,0.000000,14647.578125,1
30395,0.000000,14740.139648,1
30396,0.000000,14821.899414,1
30397,0.000000,15033.166992,1
30398,0.000000,15341.161133,1
