Iteracion,Temperatura,Calidad,Fase
1000,90.438210,14784.500977,0
2000,80.972809,14739.389648,0
3000,72.498062,14769.569336,0
4000,64.910294,13832.443359,0
5000,58.116673,14402.356445,0
6000,52.034088,14680.313477,0
7000,46.588112,14631.545898,0
8000,42.133457,14631.545898,0
9000,37.723701,14204.325195,0
10000,33.775478,14631.545898,0
11000,30.240482,15039.004883,0
12000,27.075464,14631.545898,0
13000,24.241701,14631.545898,0
14000,21.704525,14620.438477,0
15000,19.432894,14763.645508,0
16000,17.574762,14631.545898,0
17000,15.735356,14631.545898,0
18000,14.088469,14655.352539,0
19000,12.613948,14631.545898,0
20000,11.293752,14722.774414,0
21000,10.111730,14631.545898,0
22000,9.053419,14631.545898,0
23000,8.187751,14383.788086,0
24000,7.330808,14631.545898,0
25000,6.563553,14549.891602,0
26000,5.876601,14670.166016,0
27000,5.261546,14389.903320,0
28000,4.710864,14204.714844,0
29000,4.217817,14604.916992,0
30000,3.776373,15387.889648,0
30085,0.000000,14624.376953,1
31000,100.000000,14713.183594,0
32000,89.533829,14114.683594,0
33000,80.163078,14541.903320,0
34000,71.773079,14366.094727,0
35000,64.261192,14543.365234,0
36000,57.535507,14999.125977,0
37000,51.513748,14469.409180,0
38000,46.588112,13871.632812,0
39000,41.712124,14408.459961,0
40000,37.346466,14321.793945,0
41000,33.437725,14469.409180,0
42000,29.938078,14469.409180,0
43000,26.804710,14469.409180,0
44000,23.999285,14314.139648,0
45000,21.487480,13532.283203,0
46000,19.432894,14757.394531,0
47000,17.399015,14785.718750,0
48000,15.578003,14601.506836,0
49000,13.947584,14469.409180,0
50000,12.487808,14407.915039,0
51000,11.180815,14601.507812,0
52000,10.010612,14469.409180,0
53000,9.053419,14469.409180,0
54000,8.105873,14246.927734,0
55000,7.257500,13935.279297,0
56000,6.497918,14032.320312,0
57000,5.817835,14092.459961,0
58000,5.208930,14053.957031,0
59000,4.663755,13971.371094,0
60000,4.175639,13976.881836,0
61000,3.776373,13834.289062,0
61005,0.000000,14391.667969,1
62000,90.438210,13684.093750,0
63000,80.972809,14243.204102,0
64000,72.498062,13932.913086,0
65000,65.565956,13923.513672,0
66000,58.703709,13923.513672,0
67000,52.559685,13917.646484,0
68000,47.058697,14308.211914,0
69000,42.133457,13983.748047,0
70000,37.723701,13923.513672,0
71000,33.775478,12798.172852,0
72000,30.240482,13983.748047,0
73000,27.348953,13983.748047,0
74000,24.486567,13742.666992,0
75000,21.923763,13782.514648,0
76000,19.629185,14138.014648,0
77000,17.574762,13742.666992,0
78000,15.735356,13742.666992,0
79000,14.088469,13742.666992,0
80000,12.741362,13748.533203,0
81000,11.407830,14282.246094,0
82000,10.213868,13742.667969,0
83000,9.144868,13646.127930,0
84000,8.187751,13742.666992,0
85000,7.330808,13753.209961,0
86000,6.563553,13748.533203,0
87000,5.876601,13748.533203,0
88000,5.314693,13819.521484,0
89000,4.758448,14020.188477,0
90000,4.260421,13686.994141,0
91000,3.814518,13742.666992,0
91133,0.000000,13686.365234,1
92000,0.000000,13514.352539,1
93000,0.000000,14228.958984,1
94000,0.000000,13377.186523,1
95000,0.000000,14228.958984,1
96000,0.000000,13742.666992,1
97000,91.351723,13757.787109,0
98000,81.790718,13917.647461,0
99000,73.230362,13923.513672,0
100000,65.565956,13180.618164,0
101000,59.296677,13932.767578,0
102000,53.090591,13640.947266,0
103000,47.534039,13923.513672,0
104000,42.559048,13941.454102,0
105000,38.104748,13996.508789,0
106000,34.116646,14618.327148,0
107000,30.545942,13917.647461,0
108000,27.625204,13917.647461,0
109000,24.733906,13930.191406,0
110000,22.145216,13748.533203,0
111000,19.827459,13742.666992,0
112000,17.752285,13766.473633,0
113000,15.894300,13748.533203,0
114000,14.230776,13802.902344,0
115000,12.741362,14020.188477,0
116000,11.523061,13742.666992,0
117000,10.317039,13742.666992,0
118000,9.237240,13605.865234,0
119000,8.270455,13742.666992,0
120000,7.404856,13757.787109,0
121000,6.629852,13748.533203,0
122000,5.935961,13619.951172,0
123000,5.314693,13766.473633,0
124000,4.806513,13742.666992,0
125000,4.303455,13748.533203,0
126000,3.853048,13692.450195,0
126217,0.000000,13742.666992,1
127000,0.000000,13742.667969,1
128000,0.000000,13422.880859,1
129000,0.000000,13742.666992,1
130000,0.000000,13742.667969,1
131000,0.000000,13489.011719,1
132000,92.274467,14611.124023,0
133000,82.616882,13983.749023,0
134000,73.970062,13770.833008,0
135000,66.228241,13923.513672,0
136000,59.895634,13977.881836,0
137000,53.626858,14201.035156,0
138000,48.014179,14199.616211,0
139000,42.988937,14457.226562,0
140000,38.489643,13923.513672,0
141000,34.461258,14343.663086,0
142000,30.854486,13973.922852,0
143000,27.625204,14286.850586,0
144000,24.983744,14201.035156,0
145000,22.368904,13917.647461,0
146000,20.027737,13918.148438,0
147000,17.931601,14205.482422,0
148000,16.054848,13917.647461,0
149000,14.374521,13645.804688,0
150000,12.870062,14195.168945,0
151000,11.523061,13917.647461,0
152000,10.421251,14201.035156,0
153000,9.330545,12854.490234,0
154000,8.353995,13923.513672,0
155000,7.479653,13917.647461,0
156000,6.696820,14201.035156,0
157000,5.995920,13917.647461,0
158000,5.368377,13963.360352,0
159000,4.855064,13917.647461,0
160000,4.346925,13923.513672,0
161000,3.891968,13917.647461,0
161301,0.000000,13386.121094,1
162000,0.000000,13507.360352,1
163000,0.000000,13742.667969,1
164000,0.000000,13742.666992,1
165000,0.000000,13742.666992,1
166000,0.000000,13742.667969,1
167000,93.206535,13739.019531,0
168000,83.451393,13680.186523,0
169000,74.717232,13802.902344,0
170000,66.897209,13742.666992,0
171000,59.895634,13761.293945,0
172000,54.168541,13802.902344,0
173000,48.499172,14020.188477,0
174000,43.423168,13767.313477,0
175000,38.878426,14080.423828,0
176000,34.809353,13794.095703,0
177000,31.166147,13748.533203,0
178000,27.904245,14020.188477,0
179000,24.983744,14140.400391,0
180000,22.594852,14090.737305,0
181000,20.230038,13742.666992,0
182000,18.112728,13692.450195,0
183000,16.217018,14020.188477,0
184000,14.519718,14024.635742,0
185000,13.000062,14026.054688,0
186000,11.639455,13742.666992,0
187000,10.526516,13742.666992,0
188000,9.424793,13742.666992,0
189000,8.438379,13748.533203,0
190000,7.555205,13748.533203,0
191000,6.764464,14605.269531,0
