Iteracion,Temperatura,Calidad,Fase
1000,inf,8869.695312,0
2000,0.000000,7531.847656,1
3000,0.000000,8148.604004,1
4000,0.000000,7695.326660,1
5000,0.000000,9039.910156,1
6000,0.000000,7764.608398,1
7000,inf,8508.152344,0
8000,0.000000,7647.707031,1
9000,0.000000,7198.425781,1
10000,0.000000,7286.126465,1
11000,0.000000,7798.706055,1
12000,0.000000,8020.413086,1
13000,inf,7665.830078,0
14000,0.000000,7074.354980,1
15000,0.000000,8463.228516,1
16000,0.000000,6964.152832,1
17000,0.000000,7106.244141,1
18000,0.000000,7545.759766,1
19000,0.000000,7684.188477,1
20000,0.000000,6971.031738,1
21000,0.000000,6902.376953,1
22000,0.000000,7165.587891,1
23000,0.000000,7165.587891,1
24000,2843749908480.000000,7006.814941,0
25000,0.000000,7085.416504,1
26000,0.000000,7862.338379,1
27000,0.000000,7489.633301,1
28000,0.000000,6807.582520,1
29000,0.000000,7545.759766,1
29002,0.000000,6709.201172,1
30000,2843749908480.000000,7763.272949,0
31000,0.000000,7260.873047,1
32000,0.000000,7260.873047,1
33000,0.000000,6944.294434,1
34000,0.000000,7714.149414,1
35000,0.000000,6483.951172,1
36000,56874999808.000000,7042.604492,0
37000,0.000000,6403.862793,1
38000,0.000000,6365.640625,1
39000,0.000000,6285.469238,1
40000,0.000000,6171.084961,1
41000,0.000000,6635.339355,1
42000,1137500032.000000,6745.812988,0
43000,0.000000,6403.862793,1
44000,0.000000,6745.812988,1
45000,0.000000,6745.812988,1
46000,0.000000,7515.667969,1
47000,0.000000,6745.812500,1
48000,22750000.000000,6728.819336,0
49000,0.000000,7062.390625,1
50000,0.000000,7062.391113,1
51000,0.000000,7732.562500,1
52000,0.000000,6365.640625,1
53000,0.000000,6403.862793,1
54000,22750000.000000,7597.913574,0
55000,0.000000,6365.640137,1
56000,0.000000,7062.390625,1
57000,0.000000,6568.186523,1
58000,0.000000,6629.134277,1
58003,0.000000,6745.812988,1
59000,0.000000,7062.390625,1
60000,455000.000000,8079.187500,0
